"id";"change";"budget_type";"bol_number";"pcs_number";"user";"date";"note";"driver_id";"is_edited";"current_rate";"original_rate";"total_miles"
239;0.0;"D";"2006990";"100489";"alex";"2022-08-09 13:58:30.087437";"";57;0;1523.0;1523.0;543
238;95.68;"D";"111CG211X";"100477";"alex";"2022-08-09 13:57:46.082612";"";57;0;1650.0;1745.68;475
237;0.0;"D";"UW1926173";"107777";"alex";"2022-08-09 13:56:54.294813";"";56;0;2500.0;2500.0;848
224;0.0;"D";"";"107729";"bekzod";"2022-08-09 13:36:29.759325";"";45;0;626.54;626.54;191
225;-50.0;"D";"";"107762";"bekzod";"2022-08-09 13:37:02.156019";"";45;0;1500.0;1450.0;454
226;0.0;"D";"0141946";"107724";"alex";"2022-08-09 13:44:15.966467";"PU from Railyard no BOL ,ingate ,outgate tickets are enough";55;0;2250.0;2250.0;704
236;95.68;"L";"1111NFG1X";"107791";"james";"2022-08-09 13:55:33.529952";"";48;0;1650.0;1745.68;474
234;0.0;"D";"SL211264362";"107754";"james";"2022-08-09 13:54:21.508085";"";48;0;1700.0;1700.0;558
235;95.68;"D";"114ZTPLZJ";"100490";"alex";"2022-08-09 13:55:30.804547";"";56;0;1650.0;1745.68;475
233;95.68;"D";"114W2KD6Z";"100491";"alex";"2022-08-09 13:54:00.213981";"";58;0;1650.0;1745.68;475
232;-54.32;"L";"114DKNLWQ";"107721";"james";"2022-08-09 13:53:24.535913";"";48;0;1800.0;1745.68;474
219;-100.0;"D";"";"107756";"bekzod";"2022-08-09 13:32:01.775929";"";26;0;4000.0;3900.0;1388
220;0.0;"D";"";"107719";"bekzod";"2022-08-09 13:34:49.735527";"";60;0;1800.0;1800.0;636
221;-500.0;"D";"";"107757";"bekzod";"2022-08-09 13:35:16.014031";"";60;0;3612.71;3112.71;1770
222;0.0;"D";"632576";"107753";"hannah";"2022-08-09 13:35:35.346043";"";28;0;1550.0;1550.0;629
223;-50.0;"D";"T-111X58C2Z";"107784";"hannah";"2022-08-09 13:36:29.274339";"";16;0;1000.0;950.0;277
231;0.0;"D";"50557383";"107768";"alex";"2022-08-09 13:51:33.391274";"";54;0;900.0;900.0;254
216;0.0;"D";"549";"";"hannah";"2022-08-14 09:50:04.416210";"";23;1;1500.0;1500.0;626
217;-100.0;"D";"";"107771";"bekzod";"2022-08-09 13:31:04.546589";"";21;0;2200.0;2100.0;646
218;-300.0;"L";"1123WTGS8";"";"hannah";"2022-08-10 07:26:26.234059";"";35;1;3000.0;2700.0;610
230;10.0;"D";"12164113";"107743";"james";"2022-08-09 13:53:24.530165";"";48;1;4140.0;4150.0;1488
215;0.0;"D";"";"107769";"bekzod";"2022-08-09 13:30:33.254383";"";21;0;1200.0;1200.0;293
209;100.0;"D";"";"107720";"bekzod";"2022-08-09 13:28:18.445856";"";26;1;2200.0;2300.0;756
210;50.0;"D";"632738";"107785";"hannah";"2022-08-09 13:27:33.389253";"";35;0;1500.0;1550.0;627
211;100.0;"D";"";"107720";"bekzod";"2022-08-09 13:28:18.452175";"";26;0;2200.0;2300.0;756
214;400.0;"D";"115DT59CJ";"";"hannah";"2022-08-14 09:50:25.898816";"";28;1;2300.0;2700.0;610
229;0.0;"D";"12164113";"107743";"james";"2022-08-09 13:50:56.435979";"";48;1;4150.0;4150.0;1488
228;-150.0;"D";"0271161";"107732";"alex";"2022-08-09 13:49:48.576842";"";54;0;1600.0;1450.0;450
227;50.0;"D";"12164113";"107743";"james";"2022-08-09 13:50:36.484026";"";48;1;4100.0;4150.0;1488
212;400.0;"D";"116KQ11F4";"107786";"hannah";"2022-08-14 09:32:04.201886";"";23;1;2300.0;2700.0;610
213;-100.0;"D";"";"107737";"bekzod";"2022-08-09 13:29:48.411855";"";21;0;2400.0;2300.0;872
240;0.0;"D";"0802737";"100500";"alex";"2022-08-09 13:59:28.086896";"";57;0;2800.0;2800.0;1178
241;-100.0;"D";"549408";"107711";"ulugbek";"2022-08-09 13:59:47.618312";"";36;0;1300.0;1200.0;415
242;0.0;"D";"123157";"107761";"ulugbek";"2022-08-09 14:00:35.475373";"";36;0;2300.0;2300.0;944
243;0.0;"D";"384962";"107789";"ulugbek";"2022-08-09 14:16:11.350322";"";36;1;3400.0;3400.0;1222
244;0.0;"D";"1127VGKSQ";"";"hannah";"2022-08-14 09:49:20.729453";"";31;1;1800.0;1800.0;435
245;0.0;"D";"";"";"bekzod";"2022-08-13 07:08:56.982413";"";45;1;800.0;800.0;145
246;-150.0;"D";"4109190";"107751";"ulugbek";"2022-08-09 14:09:36.753387";"";8;0;1150.0;1000.0;374
247;100.0;"D";"C1620";"107787";"ulugbek";"2022-08-09 14:10:15.723039";"";8;0;1800.0;1900.0;470
248;100.0;"D";"C1617";"107736";"ulugbek";"2022-08-09 15:06:59.455681";"";6;1;1800.0;1900.0;460
249;0.0;"D";"22-012925";"107749";"ulugbek";"2022-08-09 14:15:01.985603";"";6;0;2600.0;2600.0;424
250;100.0;"D";"C1621";"107788";"ulugbek";"2022-08-09 14:15:32.837016";"";6;0;1800.0;1900.0;470
251;-200.0;"D";"384962";"107789";"ulugbek";"2022-08-09 14:16:11.356421";"";36;0;3600.0;3400.0;1222
252;-100.0;"D";"115QZCSXX";"107726";"ulugbek";"2022-08-09 14:19:11.396230";"";44;0;1100.0;1000.0;440
253;0.0;"D";"116KXDLK5";"107750";"ulugbek";"2022-08-09 14:19:59.377796";"";44;0;1100.0;1100.0;433
254;-100.0;"D";"032082";"107772";"ulugbek";"2022-08-09 14:20:50.692571";"";44;0;2600.0;2500.0;1096
255;0.0;"D";"331464-14381";"107749";"ulugbek";"2022-08-09 14:21:45.376664";"";24;0;1300.0;1300.0;452
256;100.0;"D";"";"100000";"bekzod";"2022-08-11 14:49:17.987479";"";21;1;1645.0;1745.0;474
257;400.0;"L";"1145NGRGY";"";"max";"2022-08-09 14:48:16.386462";"";7;1;2300.0;2700.0;610
258;100.0;"D";"8A36079";"107747";"max";"2022-08-09 14:34:20.385090";"";7;0;1500.0;1600.0;632
259;400.0;"D";"1153LBY9Q";"";"max";"2022-08-09 14:34:47.767365";"";7;0;2300.0;2700.0;610
260;-300.0;"D";"114LSPQBD";"";"max";"2022-08-09 14:38:18.886289";"";11;1;3000.0;2700.0;1200
261;100.0;"D";"1990067";"107783";"max";"2022-08-09 14:37:56.165651";"";11;0;1500.0;1600.0;610
262;-300.0;"L";"114LSPQBD";"";"max";"2022-08-09 14:38:18.902052";"";11;0;3000.0;2700.0;1200
263;-300.0;"L";"113L8DNTV";"107746";"max";"2022-08-09 14:39:29.638583";"";34;0;3000.0;2700.0;610
264;-100.0;"D";"1028190";"107779";"max";"2022-08-09 14:41:41.443216";"";34;0;1500.0;1400.0;620
265;-54.32;"L";"1116YFMDG";"107730";"james";"2022-08-09 14:41:43.065667";"";46;0;1800.0;1745.68;474
266;-100.0;"D";"539545";"107760";"james";"2022-08-09 14:42:35.731804";"";46;0;1600.0;1500.0;547
267;0.0;"D";"C1615";"107710";"max";"2022-08-09 14:42:53.451606";"";10;0;1800.0;1800.0;430
268;-50.0;"D";"0029896";"107758";"max";"2022-08-09 14:43:43.393084";"";10;0;1300.0;1250.0;458
269;0.0;"D";"111RZQMDF";"107781";"max";"2022-08-09 14:44:16.748322";"";10;0;1800.0;1800.0;430
270;-300.0;"L";"1113ZBDG4";"107708";"max";"2022-08-09 14:45:33.755010";"";20;0;3000.0;2700.0;1200
271;50.0;"D";"12164113";"107743";"james";"2022-08-09 14:45:49.694479";"";37;0;4100.0;4150.0;1488
272;-100.0;"D";"546";"107748";"max";"2022-08-09 14:46:21.683894";"";20;0;1500.0;1400.0;625
273;0.0;"D";"11266YW9Z";"107782";"max";"2022-08-09 14:47:22.081683";"";20;0;644.0;644.0;270
274;400.0;"L";"1145NGRGY";"";"max";"2022-08-11 15:09:00.475335";"";7;1;2300.0;2700.0;610
275;400.0;"D";"1123WTGS8";"";"hannah";"2022-08-09 16:57:35.591429";"";35;1;2300.0;2700.0;610
276;400.0;"D";"114NMBSX7";"";"hannah";"2022-08-10 13:52:41.885202";"";35;1;2300.0;2700.0;610
277;100.0;"D";"C1617";"107736";"admin";"2022-08-09 15:06:59.462347";"";6;0;1800.0;1900.0;470
278;0.0;"D";"PLS# 30617006";"107723";"simon-john";"2022-08-09 15:07:05.199230";"";4;0;1900.0;1900.0;559
279;180.93;"L";"113M11L6Y";"107728";"simon-john";"2022-08-09 15:25:08.618750";"";53;0;2000.0;2180.93;558
280;-50.0;"D";"12165288";"107766";"simon-john";"2022-08-09 15:28:22.519546";"";4;0;1100.0;1050.0;351
281;0.0;"D";"675552";"107796";"simon-john";"2022-08-09 15:29:16.310794";"";4;0;1700.0;1700.0;428
282;0.0;"D";"11393S419";"107715";"simon-john";"2022-08-09 15:30:53.066024";"";38;0;399.1;399.1;84
283;-300.0;"D";"1027364";"107744";"simon-john";"2022-08-09 15:31:57.480856";"";38;0;1300.0;1000.0;493
284;-300.0;"D";"8894593";"107659";"simon-john";"2022-08-09 15:33:52.964601";"";50;0;2100.0;1800.0;730
285;0.0;"D";"BG487847222";"107759";"simon-john";"2022-08-09 15:34:50.647059";"";50;0;1900.0;1900.0;721
286;-100.0;"D";"224443";"107778";"simon-john";"2022-08-09 15:35:35.622329";"";50;0;3000.0;2900.0;1079
287;-1712.88;"D";"113PYQBFN";"107722";"simon-john";"2022-08-09 15:38:04.781732";"";52;0;7000.8;5287.92;2916
288;0.0;"D";"113DHKNNV";"107717";"simon-john";"2022-08-09 15:41:06.782526";"";32;0;175.0;175.0;0
289;100.0;"D";"0316190";"107731";"simon-john";"2022-08-09 15:42:35.298408";"";32;0;2600.0;2700.0;761
290;0.0;"D";"221146";"107774";"simon-john";"2022-08-09 15:49:44.332257";"";32;0;1900.0;1900.0;643
291;900.0;"D";"1580622";"107701";"simon-john";"2022-08-09 15:51:48.939576";"";51;0;2600.0;3500.0;770
292;0.0;"D";"632551";"107741";"simon-john";"2022-08-09 15:52:43.596558";"";51;0;1550.0;1550.0;629
293;180.93;"D";"111B7DYC1";"107776";"simon-john";"2022-08-09 15:53:48.201164";"";51;0;2000.0;2180.93;558
294;-200.0;"D";"381242";"107790";"simon-john";"2022-08-09 15:55:10.048826";"";51;0;200.0;0.0;68
295;0.0;"D";"1139G3XW4";"107765";"simon-john";"2022-08-09 15:56:49.612565";"";25;0;2200.0;2200.0;950
296;0.0;"D";"115W76NFV";"107716";"simon-john";"2022-08-09 15:57:44.493667";"";39;0;547.02;547.02;137
297;0.0;"D";"1136Z9GM3";"107739";"simon-john";"2022-08-09 15:58:41.623674";"";39;0;900.0;900.0;341
298;0.0;"D";"111V83HGV";"107764";"simon-john";"2022-08-09 16:01:12.627924";"";39;0;1745.68;1745.68;474
299;0.0;"D";"116VPKYXH";"107714";"simon-john";"2022-08-09 16:02:26.904058";"";30;0;723.5;723.5;198
300;200.0;"D";"1198705";"107742";"simon-john";"2022-08-09 16:03:42.895985";"";30;0;1600.0;1800.0;520
301;95.68;"D";"1164ZHW9L";"107773";"simon-john";"2022-08-09 16:04:32.286418";"";30;0;1650.0;1745.68;474
302;95.68;"L";"114PBTCQP";"";"james";"2022-08-09 16:05:45.094296";"";46;0;1650.0;1745.68;474
303;0.0;"D";"";"000000";"bekzod";"2022-08-10 12:16:51.736327";"";26;1;2500.0;2500.0;870
304;400.0;"D";"1123WTGS8";"";"admin";"2022-08-09 16:58:09.417439";"";35;1;2300.0;2700.0;610
305;0.0;"D";"";"";"admin";"2022-08-10 07:29:03.474509";"";35;1;1.0;1.0;1
306;-300.0;"L";"1123WTGS8";"";"hannah";"2022-08-14 07:10:27.783559";"";35;1;3000.0;2700.0;610
307;400.0;"D";"114M7MWY9";"";"hannah";"2022-08-10 13:27:35.783746";"";35;1;2300.0;2700.0;1
308;0.0;"D";"111TN2CW2";"";"james";"2022-08-10 08:01:04.162682";"";37;0;2900.0;2900.0;1085
309;0.0;"D";"1990067";"107811";"ulugbek";"2022-08-10 10:46:29.932885";"";8;0;1400.0;1400.0;426
310;-600.0;"D";"C1623";"107813";"ulugbek";"2022-08-10 10:46:58.808216";"";14;0;2500.0;1900.0;460
311;100.0;"D";"C1622";"107814";"ulugbek";"2022-08-10 10:47:26.762655";"";24;0;1800.0;1900.0;460
312;100.0;"D";"1158L4JXX";"107816";"ulugbek";"2022-08-11 13:32:00.410272";"";44;1;2000.0;2100.0;613
313;0.0;"D";"";"107818";"bekzod";"2022-08-10 12:16:51.741002";"";26;0;2590.57;2590.57;870
314;100.0;"D";"334376";"107820";"ulugbek";"2022-08-10 12:23:24.932640";"";6;0;1300.0;1400.0;484
315;400.0;"D";"114M7MWY9";"";"admin";"2022-08-14 09:33:08.458136";"";35;1;2300.0;2700.0;610
316;-100.0;"D";"16581";"107817";"hannah";"2022-08-10 13:51:13.743579";"";28;0;1500.0;1400.0;625
317;400.0;"D";"113X7ZH9S";"";"hannah";"2022-08-14 09:49:03.533750";"";35;1;2300.0;2700.0;610
318;-100.0;"D";"2011058";"";"james";"2022-08-11 08:58:48.873377";"";48;1;1400.0;1300.0;494
319;200.0;"D";"";"000000";"bekzod";"2022-08-13 07:08:39.052651";"";45;1;1600.0;1800.0;520
320;200.0;"D";"1199024";"107810";"simon-john";"2022-08-11 04:26:24.897907";"";43;1;1600.0;1800.0;526
321;200.0;"D";"1199024";"107810";"simon-john";"2022-08-11 04:26:24.903522";"";43;0;1600.0;1800.0;526
322;86.19;"D";"1111LZ4S8";"107830";"simon-john";"2022-08-11 04:28:38.291918";"";43;0;1650.0;1736.19;475
323;-50.0;"D";"100685";"";"hannah";"2022-08-14 09:48:48.985557";"";35;1;1500.0;1450.0;620
324;-50.0;"D";"0073041";"";"hannah";"2022-08-14 09:48:29.009873";"";31;1;1200.0;1150.0;438
325;-350.0;"D";"2011058";"";"james";"2022-08-11 08:58:48.879012";"";48;0;1650.0;1300.0;494
326;0.0;"D";"";"000000";"bekzod";"2022-08-11 13:11:04.673968";"";21;1;2000.0;2000.0;400
327;245.0;"D";"";"000000";"bekzod";"2022-08-11 13:10:46.169713";"";45;1;1500.0;1745.0;474
328;-100.0;"D";"334496";"107839";"ulugbek";"2022-08-11 12:29:54.513151";"";24;0;1500.0;1400.0;484
329;0.0;"D";"670570";"107840";"ulugbek";"2022-08-11 12:30:33.503860";"";14;0;1200.0;1200.0;432
330;0.0;"D";"22-013001";"";"ulugbek";"2022-08-11 12:31:19.663210";"";36;0;2600.0;2600.0;432
331;100.0;"D";"C1624";"107842";"ulugbek";"2022-08-11 12:31:45.420103";"";6;0;1800.0;1900.0;460
332;100.0;"D";"C1625";"107843";"ulugbek";"2022-08-11 12:32:03.604625";"";8;0;1800.0;1900.0;460
333;-100.0;"D";"184773";"";"james";"2022-08-11 12:34:05.930068";"";46;0;1000.0;900.0;362
334;145.0;"D";"";"000000";"bekzod";"2022-08-11 13:24:02.564623";"";45;1;1600.0;1745.0;474
335;0.0;"D";"";"000000";"bekzod";"2022-08-11 14:49:03.705698";"";21;1;2000.0;2000.0;400
336;45.0;"D";"";"000000";"bekzod";"2022-08-11 14:48:49.996080";"";45;1;1700.0;1745.0;474
337;700.0;"L";"1158L4JXX";"107816";"ulugbek";"2022-08-11 13:32:00.416032";"";44;0;2000.0;2700.0;613
338;-100.0;"D";"";"000000";"bekzod";"2022-08-12 14:00:51.406583";"";26;1;1000.0;900.0;310
339;45.0;"D";"";"107845";"bekzod";"2022-08-11 14:48:50.021748";"";45;0;1700.0;1745.0;474
340;0.0;"D";"";"107848";"bekzod";"2022-08-11 14:49:03.710354";"";21;0;2000.0;2000.0;400
341;100.0;"D";"";"107823";"bekzod";"2022-08-11 14:49:17.994635";"";21;0;1645.0;1745.0;474
342;400.0;"D";"114NMBSX7";"107828";"max";"2022-08-11 15:05:46.741814";"";11;0;2300.0;2700.0;600
343;-900.0;"R";"1149H52XS";"107846";"max";"2022-08-11 15:07:57.503350";"";34;1;3000.0;2100.0;1000
344;-900.0;"R";"1149H52XS";"107846";"max";"2022-08-11 15:07:57.513217";"900 added for trailer move of STL";34;0;3000.0;2100.0;1000
345;400.0;"D";"1145NGRGY";"";"max";"2022-08-11 15:09:00.487432";"";7;0;2300.0;2700.0;610
346;400.0;"D";"1168FPR1G";"";"hannah";"2022-08-14 09:48:11.318731";"";28;1;2300.0;2700.0;610
347;-100.0;"D";"1389346";"107812";"max";"2022-08-11 15:10:06.806348";"";7;0;1500.0;1400.0;600
348;95.68;"L";"112KK76BD";"";"james";"2022-08-11 18:04:58.928510";"";46;1;1650.0;1745.68;474
349;95.68;"L";"1166FNQGY";"";"james";"2022-08-11 18:03:41.553093";"";46;0;1650.0;1745.68;474
350;0.0;"D";"0";"";"james";"2022-08-11 18:04:58.934371";"";46;0;0.0;0.0;0
351;95.68;"L";"112KK76BD";"";"james";"2022-08-11 18:08:32.932338";"";48;0;1650.0;1745.68;474
352;-300.0;"D";"";"000000";"bekzod";"2022-08-12 13:21:32.023113";"";21;1;3000.0;2700.0;610
353;400.0;"D";"111D3X25F";"";"hannah";"2022-08-14 09:46:39.666734";"";35;1;2300.0;2700.0;610
354;0.0;"D";"";"000000";"bekzod";"2022-08-12 14:00:34.369059";"";26;1;2399.0;2399.0;672
355;-300.0;"D";"";"107873";"bekzod";"2022-08-12 13:21:32.027923";"";21;1;3000.0;2700.0;610
356;100.0;"D";"1199396";"107827";"simon-john";"2022-08-12 13:37:30.700679";"";4;0;1950.0;2050.0;526
357;86.19;"D";"116K5X989";"107852";"simon-john";"2022-08-12 13:38:23.215040";"";4;0;1650.0;1736.19;470
358;0.0;"D";"1199913";"107859";"simon-john";"2022-08-12 13:39:36.534144";"";52;0;1800.0;1800.0;517
359;0.0;"D";"70310690";"107855";"simon-john";"2022-08-12 13:42:32.137100";"";50;0;1700.0;1700.0;445
360;-150.0;"D";"107826";"4435";"simon-john";"2022-08-12 13:48:00.454085";"";53;0;3000.0;2850.0;1120
361;100.0;"D";"107798";"21627145";"simon-john";"2022-08-12 13:51:09.384769";"";53;0;2700.0;2800.0;870
362;0.0;"D";"";"107879";"bekzod";"2022-08-12 14:00:34.373811";"";26;0;2399.0;2399.0;672
363;-100.0;"D";"";"107857";"bekzod";"2022-08-12 14:00:51.411203";"";26;0;1000.0;900.0;310
364;-31.0;"D";"115Y6NLH9";"100508";"alex";"2022-08-12 14:13:23.884521";"";54;0;2200.0;2169.0;558
365;300.0;"D";"21676642";"100521";"alex";"2022-08-12 14:14:25.272445";"";54;0;1350.0;1650.0;301
366;0.0;"D";"1199919";"100524";"alex";"2022-08-12 14:14:50.605489";"";54;0;1800.0;1800.0;517
367;-500.0;"D";"116K4MB73";"107872";"max";"2022-08-12 14:15:47.687606";"";11;0;3200.0;2700.0;1200
368;-100.0;"D";"E462416";"107876";"max";"2022-08-12 14:16:32.180073";"";7;0;1600.0;1500.0;600
369;-300.0;"D";"114L3FXJ4";"107849";"max";"2022-08-12 14:16:59.842535";"";7;0;3000.0;2700.0;1200
370;100.0;"D";"238149";"100514";"alex";"2022-08-12 14:18:27.326077";"";56;0;2000.0;2100.0;570
371;-150.0;"D";"758";"100516";"alex";"2022-08-12 14:20:00.598226";"";57;0;1500.0;1350.0;756
372;95.68;"D";"112K4CYDM";"107801";"simon-john";"2022-08-12 14:23:54.269651";"";38;1;1650.0;1745.68;470
373;-100.0;"L";"22-013001";"107808";"max";"2022-08-12 14:21:24.192361";"";10;0;1300.0;1200.0;450
374;0.0;"D";"1RE-388474";"";"hannah";"2022-08-14 09:43:07.741914";"";16;1;1300.0;1300.0;471
375;-175.0;"D";"107844";"1852859";"simon-john";"2022-08-12 14:21:42.550437";"";38;0;1600.0;1425.0;480
376;86.19;"D";"116CKDK27";"";"simon-john";"2022-08-12 14:22:45.335636";"";38;0;1650.0;1736.19;470
377;0.0;"D";"113BDGJTY";"107835";"max";"2022-08-12 14:22:47.819423";"";10;0;1800.0;1800.0;450
378;-100.0;"L";"8213173";"107864";"max";"2022-08-12 14:23:18.776455";"";10;0;1450.0;1350.0;450
379;-504.32;"L";"112K4CYDM";"107801";"simon-john";"2022-08-12 14:23:54.279982";"";38;0;2250.0;1745.68;470
380;0.0;"D";"112SVTW2K";"";"hannah";"2022-08-14 09:42:22.580839";"";16;1;2363.04;2363.04;736
381;0.0;"D";"1157HBPPP";"";"hannah";"2022-08-14 09:41:07.886762";"";16;1;850.0;850.0;268
382;-100.0;"D";"1404017";"";"hannah";"2022-08-14 09:40:52.454909";"";28;1;1500.0;1400.0;625
383;400.0;"D";"113BCVXJF";"";"hannah";"2022-08-14 09:40:32.217265";"";28;1;2300.0;2700.0;610
384;0.0;"D";"8478765";"107865";"simon-john";"2022-08-12 14:35:19.725032";"";42;0;2250.0;2250.0;880
385;0.0;"D";"36322";"107824";"simon-john";"2022-08-12 14:37:19.354868";"";32;0;3650.0;3650.0;1140
386;100.0;"D";"0026786";"107860";"simon-john";"2022-08-12 14:38:13.222099";"";32;0;4200.0;4300.0;1530
387;169.76;"D";"111S7XNP9";"";"simon-john";"2022-08-12 14:40:37.855204";"";51;0;2000.0;2169.76;550
388;0.0;"D";"7278153";"107821";"simon-john";"2022-08-12 14:42:24.600203";"";25;0;1100.0;1100.0;280
389;650.0;"D";"0249925";"107875";"simon-john";"2022-08-12 14:43:48.011632";"";30;0;550.0;1200.0;514
390;400.0;"D";"112X8B3CZ";"107702";"max";"2022-08-12 14:52:33.796333";"";34;0;2300.0;2700.0;600
391;200.0;"D";"";"107829";"bekzod";"2022-08-13 07:08:39.058093";"";45;0;1600.0;1800.0;520
392;0.0;"D";"";"107800";"bekzod";"2022-08-13 07:08:56.987465";"";45;0;800.0;800.0;145
393;100.0;"D";"C1626";"107869";"ulugbek";"2022-08-13 09:14:17.022692";"";24;0;1800.0;1900.0;460
394;0.0;"D";"C1627";"107870";"ulugbek";"2022-08-13 09:14:48.397627";"";14;0;1800.0;1800.0;460
395;100.0;"D";"1125BJD1S";"107871";"ulugbek";"2022-08-13 09:15:30.955209";"";36;0;2600.0;2700.0;609
396;-150.0;"D";"10161";"107877";"ulugbek";"2022-08-13 09:16:21.730444";"";8;0;1200.0;1050.0;409
397;0.0;"D";"117772";"107878";"ulugbek";"2022-08-13 09:16:50.599497";"";6;0;1500.0;1500.0;478
398;-100.0;"D";"";"000000";"bekzod";"2022-08-13 11:46:11.134768";"";45;1;441.0;341.0;98
399;-200.0;"D";"549887";"107894";"ulugbek";"2022-08-13 14:12:48.055028";"";24;0;1200.0;1000.0;380
400;-200.0;"D";"107895";"107895";"ulugbek";"2022-08-13 14:13:13.406051";"";14;0;1200.0;1000.0;380
401;-300.0;"D";"113ZL75LT";"";"ulugbek";"2022-08-13 14:13:38.624587";"";61;0;3000.0;2700.0;1200
402;100.0;"D";"C1628";"107899";"ulugbek";"2022-08-13 14:14:08.155280";"";8;0;1800.0;1900.0;460
403;-300.0;"D";"111J91QLB";"";"ulugbek";"2022-08-13 14:14:42.942249";"";36;1;3000.0;2700.0;1200
404;0.0;"D";"112X9RWK2";"";"hannah";"2022-08-14 09:39:58.668444";"";16;1;1375.0;1375.0;480
405;0.0;"D";"1141L6NPN";"";"hannah";"2022-08-14 09:34:48.299621";"";16;1;900.0;900.0;287
406;-150.0;"D";"1044674";"";"hannah";"2022-08-14 09:34:34.742136";"";16;1;1750.0;1600.0;668
407;-300.0;"D";"1123WTGS8";"";"hannah";"2022-08-14 09:34:21.193590";"";35;1;3000.0;2700.0;610
408;0.0;"D";"11433866X";"";"hannah";"2022-08-14 09:34:01.236699";"";64;1;1800.0;1800.0;435
409;-100.0;"D";"549942";"";"hannah";"2022-08-14 09:33:48.259650";"";64;1;1200.0;1100.0;388
410;300.0;"D";"111BWC17J";"";"hannah";"2022-08-14 09:33:33.814088";"";64;1;2400.0;2700.0;815
411;-300.0;"D";"1148XF9LM";"107908";"hannah";"2022-08-14 09:23:06.151835";"";35;1;3000.0;2700.0;1200
412;400.0;"D";"116KQ11F4";"107786";"hannah";"2022-08-13 09:32:04.213785";"";23;0;2300.0;2700.0;610
413;400.0;"D";"114M7MWY9";"107725";"hannah";"2022-08-13 09:33:08.463612";"";35;0;2300.0;2700.0;610
414;300.0;"D";"111BWC17J";"107909";"hannah";"2022-08-14 09:33:33.828293";"";64;0;2400.0;2700.0;815
415;-100.0;"D";"549942";"107892";"hannah";"2022-08-13 09:33:48.272530";"";64;0;1200.0;1100.0;388
416;0.0;"D";"11433866X";"107868";"hannah";"2022-08-13 09:34:01.274744";"";64;0;1800.0;1800.0;435
417;-300.0;"D";"1123WTGS8";"107752";"hannah";"2022-08-13 09:34:21.200668";"";35;0;3000.0;2700.0;610
418;-150.0;"D";"1044674";"107904";"hannah";"2022-08-13 09:34:34.751121";"";16;0;1750.0;1600.0;668
419;0.0;"D";"1141L6NPN";"107887";"hannah";"2022-08-13 09:34:48.304435";"";16;0;900.0;900.0;287
420;0.0;"D";"1149HS";"107884";"hannah";"2022-08-13 09:39:58.673626";"";16;0;1375.0;1375.0;480
421;400.0;"D";"113BCVXJF";"107893";"hannah";"2022-08-13 09:40:32.222794";"";28;0;2300.0;2700.0;610
422;-100.0;"D";"1404017";"107866";"hannah";"2022-08-13 09:40:52.475011";"";28;0;1500.0;1400.0;625
423;0.0;"D";"1157HBPPP";"107805";"hannah";"2022-08-13 09:41:07.891805";"";16;0;850.0;850.0;268
424;0.0;"D";"112SVTW2K";"107831";"hannah";"2022-08-13 09:42:22.587624";"";16;0;2363.04;2363.04;736
425;0.0;"D";"1RE-388474";"107883";"hannah";"2022-08-13 09:43:07.747509";"";16;0;1300.0;1300.0;471
426;400.0;"D";"111D3X25F";"107867";"hannah";"2022-08-13 09:46:39.672018";"";35;0;2300.0;2700.0;610
427;400.0;"D";"1168FPR1G";"107838";"hannah";"2022-08-13 09:48:11.347075";"";28;0;2300.0;2700.0;610
428;-50.0;"D";"0073041";"107836";"hannah";"2022-08-13 09:48:29.023912";"";31;0;1200.0;1150.0;438
429;-50.0;"D";"100685";"107837";"hannah";"2022-08-13 09:48:48.990699";"";35;0;1500.0;1450.0;620
430;400.0;"D";"113X7ZH9S";"107825";"hannah";"2022-08-13 09:49:03.538102";"";35;0;2300.0;2700.0;610
431;0.0;"D";"1127VGKSQ";"107815";"hannah";"2022-08-13 09:49:20.733999";"";31;0;1800.0;1800.0;435
432;0.0;"D";"549";"107755";"hannah";"2022-08-13 09:50:04.422090";"";23;0;1500.0;1500.0;626
433;400.0;"D";"115DT59CJ";"107795";"hannah";"2022-08-13 09:50:25.903296";"";28;0;2300.0;2700.0;610
434;-300.0;"L";"";"107915";"bekzod";"2022-08-15 06:19:37.886061";"";21;1;3000.0;2700.0;612
435;-300.0;"L";"";"107915";"admin";"2022-08-15 06:19:37.886061";"";21;0;3000.0;2700.0;612
436;-300.0;"D";"1148XF9LM";"107908";"hannah";"2022-08-14 09:23:06.151835";"";35;0;3000.0;2700.0;1200
437;-15.0;"D";"555055";"171555";"bekzod";"2022-08-15 09:41:19.318145";"";49;1;1300.0;1285.0;504
438;-350.0;"D";"";"000000";"bekzod";"2022-08-15 09:56:49.605651";"";45;1;2300.0;1950.0;1020
439;-300.0;"D";"1148XF9LM";"107908";"hannah";"2022-08-15 11:12:03.499032";"";35;0;3000.0;2700.0;610
440;-150.0;"D";"52099";"107937";"hannah";"2022-08-15 11:12:34.798338";"";64;1;1600.0;1450.0;623
441;0.0;"D";"114P7M5SB";"107930";"hannah";"2022-08-15 11:13:37.750367";"";16;0;1300.83;1300.83;393
442;-100.0;"D";"NAD1351941";"107938";"hannah";"2022-08-15 11:14:08.468777";"";28;0;1600.0;1500.0;623
443;400.0;"D";"112F85FNL";"";"hannah";"2022-08-15 11:15:51.495227";"";28;1;2300.0;2700.0;610
